OG	Model	wAIC	LRT	Coeff_inter	Coeff_slope	phyCorrelation	Category	binOne	binZero
OG0000068	fitOUM	0.223091505281801	1	-2.67485096170123	0.00323397899837238	0.00159930966535166	vivipar	6	34
OG0000070	fitOUMV	0.967275841879202	0.003057657344939	-2.77714095143494	-0.221546420064327	0.00892503791832889	vivipar	1	24
OG0000071	fitOU1	0.307598461278557	0.539074169799615	-2.2231877216538	0.139156590730184	0.00324918899522749	vivipar	3	26
OG0000073	fitOUM	0.92664263958573	0.00782781325551762	-2.30006458876118	0.674000150486999	0.0214050215926549	vivipar	3	29
OG0000076	fitBMS	0.261331010656511	1	-2.02067321800995	0.0666560829921025	0.00318125344990576	vivipar	3	26
OG0000077	fitOU1	0.276394754856132	0.783955331328325	-0.915359954544184	0.107131390769907	0.00139964803730893	vivipar	6	30
OG0000080	fitOUMV	0.276909279185383	0.77687707654107	-1.50370885011522	0.015465982994464	0.000780306219251288	vivipar	6	36
OG0000081	fitOUMV	0.0356389247113589	1	-2.44404569511269	-0.396009183953107	0.00220457801391827	vivipar	6	34
OG0000082	fitOUMV	0.279024629314282	0.750167726869041	-1.53396311901819	-0.00462723111910855	0.00113018267164024	vivipar	6	32
OG0000083	fitBMS	0.275561265217575	0.796016090508012	-1.25757981890793	-0.0100835083064705	0.00173650343817001	vivipar	5	29
OG0000084	fitOUM	0.574698870312257	0.106722388464971	-1.66199898510107	0.383110118958859	0.0189022635236196	vivipar	2	26
OG0000085	fitOUMV	0.272908296220906	0.841155514936942	-1.39646482834422	-0.00578549282296561	0.000462195149464667	vivipar	6	31
OG0000089	fitOUMV	0.283430726515075	0.703374077397471	-1.58252681351841	0.00473636579537399	0.000230113184682594	vivipar	6	35
OG0000091	fitOU1	0.16328938770866	1	-1.22297098835929	0.123594497376507	0.00366103027157631	vivipar	5	30
OG0000095	fitOU1	0.274293085646917	0.816073442001036	-2.43918276390104	-0.190944271828022	0.00201525398751691	vivipar	5	29
OG0000096	fitBMS	0.265026991639858	1	-1.31578672686292	-0.0150486556893656	0.00262403246221367	vivipar	6	32
OG0000097	fitBMS	0.276279276306772	0.78558061693901	-1.2334740671516	-0.0144185921027794	0.000745438983641613	vivipar	5	28
OG0000098	fitOUM	0.233248399641453	1	-1.04529863055404	0.226122139968328	0.0048547383299571	vivipar	5	30
OG0000100	fitOUMV	0.289003005359184	0.655094204708047	-2.37443809668762	0.293471800514444	0.000602665864787455	vivipar	3	22
OG0000101	fitBMS	0.00278000750565581	1	-4.53009255085335	0.341875056991303	2.32752322363884e-05	vivipar	4	21
OG0000102	fitOUM	0.828727757822168	0.0232025759240743	-3.42529405692745	-0.425692481508068	0.0102986247050042	vivipar	2	31
OG0000106	fitBMS	0.277680680948085	0.76672369247208	-2.643022758247	0.151540836080116	0.000416632162133479	vivipar	5	24
OG0000112	fitBMS	0.272704962375477	0.845209340483831	-1.50662353675201	0.000146041932771764	0.000852955798571221	vivipar	5	30
OG0000115	fitOUMV	0.280064095327213	0.738202721493879	-1.6304529345835	0.00379346584776724	0.00145592680817016	vivipar	5	30
OG0000117	fitOUMV	0.254418968806595	1	-1.23152720072572	0.00160844882624465	0.000728705220689207	vivipar	5	29
OG0000120	fitOU1	0.152447846911934	1	-1.06445226686477	0.325480573324519	0.00940750122442578	vivipar	5	26
OG0000122	fitBMS	0.116431320080263	1	-1.85114622222503	-0.186220063455678	0.00445498602299162	vivipar	4	34
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG0000125	fitOU1	0.211062683061765	1	-1.97972676540111	0.127699009752803	0.0092727204463966	vivipar	5	26
OG0000129	fitOU1	0.23924625771184	1	-3.17388720141786	0.336009352138729	0.000695130396880258	vivipar	2	29
OG0000134	fitOU1	0.315035585686129	0.503936124973094	-1.72943469807435	0.0887768325483739	0.00748234017062688	vivipar	2	21
OG0000136	fitOUMA	0.285442991589304	0.684812198776734	-1.98327481204314	0.237563723805397	0.00302321784978396	vivipar	6	29
OG0000137	fitOU1	0.227524158801862	1	-2.42942020596695	0.0704591447536599	0.00379278701309902	vivipar	4	35
OG0000139	fitOUMV	0.00353377808452612	1	-3.87956902145072	0.338527970050829	0.0011255761082671	vivipar	3	28
OG0000142	fitOUM	0.291899862371549	0.63327139348053	-1.27655574900434	0.142285967455065	0.00880149975000213	vivipar	3	26
OG0000143	fitOUMV	0.155284144469618	1	-1.56443740147966	0.23087355529256	0.00605773897244301	vivipar	4	27
OG0000145	fitBMS	0.253397257629308	1	-3.75679719091359	-0.118760706853731	0.000571382670819017	vivipar	5	34
OG0000146	fitOU1	0.239969993164951	1	-1.83151846404737	0.0504930724499767	0.00661411126122185	vivipar	5	29
OG0000148	fitOUMVA	0.426932737281925	0.234849534189643	-3.07057375020235	0.442231068559698	0.0109400686145323	vivipar	3	26
OG0000149	fitOUMV	0.27971722038019	0.742121731878798	-3.29804036148872	0.118928469772256	0.00142826302717496	vivipar	4	31
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG0000157	fitOU1	0.176858953325082	1	-0.42465345981795	0.455325909426338	0.0207764032989671	vivipar	2	23
OG0000160	fitOU1	0.229468682595363	1	-2.89391027393292	0.05519147753972	0.00250775371686777	vivipar	4	31
OG0000163	fitOUMV	0.325358902612543	0.461813357269645	-3.68979653160596	-0.407710659590348	0.0357745728399253	vivipar	2	30
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG0000168	fitBMS	0.26519471992452	1	-3.09612718037026	-0.234657458223536	0.000777878950959258	vivipar	6	28
OG0000169	fitOUMA	0.21966230058031	1	-3.50343668358937	0.183907351104162	0.000453721064822309	vivipar	4	25
OG0000170	fitOUMVA	0.271852604381793	0.863599755765179	-0.798052270073873	-0.00500969661535833	0.00331258100650941	vivipar	5	29
OG0000172	fitOUMV	0.228205946044642	1	-1.57393205553776	-0.0514310875879562	0.0024775117662702	vivipar	4	28
OG0000177	fitOUMV	0.280312300503604	0.735441294503827	-3.10780715650479	0.145932212754819	0.00206543421940512	vivipar	5	35
OG0000180	fitOUM	0.566137830309141	0.11154309210266	-0.733207358731033	0.40795725396637	0.0242740877774491	vivipar	2	26
OG0000184	fitBMS	0.186329897352266	1	-2.94076676080349	-0.0914056216348869	0.00191453767896814	vivipar	2	28
OG0000187	fitOU1	0.223847403237325	1	-2.09264593124673	0.120640303504126	0.00494382326309024	vivipar	6	31
OG0000188	fitOUMVA	0.269650472942264	0.932347007287366	-1.15878260811389	0.0382977719403376	0.00537682460658509	vivipar	3	12
OG0000192	fitBMS	0.259314668932676	1	-1.66591676210233	0.0570671786663615	0.00260668593721153	vivipar	6	30
OG0000194	fitOUMVA	0.285233724064768	0.686676695320999	-2.51806574863971	-0.244249229288985	0.0017358051118008	vivipar	1	19
OG0000201	fitOUM	0.19691623008672	1	-2.70671769174575	0.277625362621274	0.00363122866204452	vivipar	4	30
OG0000202	fitOUM	0.224667740164022	1	-2.11044545688549	0.138624592812777	0.00354862979864848	vivipar	5	32
OG0000209	fitBMS	0.189284688009551	1	-2.20951557022149	-0.143910307173725	0.00317951227098119	vivipar	5	28
OG0000211	fitOU1	0.198548006213641	1	-1.30027887865997	0.0724389854090717	0.00545865935479666	vivipar	4	27
OG0000216	fitBMS	0.295300432543101	0.609815714516475	-3.12497563248269	0.170960026771922	0.000809425438344867	vivipar	2	32
OG0000218	fitOUM	0.693286541493255	0.0567107242541897	-2.38111442416294	0.753623434138786	0.00452826989049299	vivipar	3	27
OG0000220	fitOU1	0.166175498153039	1	-1.96733655878693	0.497769206935345	0.00873499597770696	vivipar	3	29
OG0000221	fitOUMV	0.265234342053054	1	-1.60789795486485	-0.0206830933578639	0.00393836731541189	vivipar	3	25
OG0000222	fitOUM	0.894719689981543	0.0122124078731496	-2.44254564965504	0.652127405945758	0.00646196183572983	vivipar	2	27
OG0000226	fitOU1	0.164784605802723	1	-1.90707860692218	0.156989248941383	0.00624840794542073	vivipar	5	30
OG0000227	fitOU1	0.135518764800258	1	-0.745388146123697	0.111760893156168	0.00817554277861985	vivipar	5	23
OG0000228	fitOUMV	0.148396914397333	1	-1.70805327110954	-0.176231452348814	0.00400923224639776	vivipar	4	34
OG0000234	fitOUMV	0.159629144238813	1	-1.37739896640637	-0.157296035435758	0.00284094464751559	vivipar	6	31
OG0000239	fitBMS	0.300141309854893	0.579681454448036	-2.10211342006933	-0.167670211712908	0.00479989242647604	vivipar	1	27
OG0000241	fitOUMVA	0.271669911536481	0.867894558250117	-1.83801822545639	0.0132338869280153	0.000585975759770799	vivipar	4	23
OG0000242	fitOUMVA	0.240979581855599	1	-2.49557298692902	0.371129074939896	0.00257607861387031	vivipar	6	33
OG0000243	fitOU1	0.215584614992536	1	-1.35204669487029	0.333875727365935	0.0145366931306707	vivipar	4	18
OG0000245	fitOUMA	0.260207366026687	1	-1.57854600118722	-0.0214772898379465	0.00103666636393373	vivipar	5	31
OG0000246	fitBMS	0.216855915260814	1	-1.78008192618602	0.197530424873533	0.00097224662929164	vivipar	6	32
OG0000251	fitOUMVA	0.278844959751684	0.752305901090353	-2.70648421248256	0.145451590086095	0.00211489545805301	vivipar	2	21
OG0000262	fitBMS	0.201148277912836	1	-1.39493759372487	0.00343535458131028	0.00374236497078877	vivipar	6	28
OG0000263	fitOU1	0.267568035283765	1	-2.48314482791774	0.110749775414172	0.00137782684198791	vivipar	5	25
OG0000264	fitOUMV	0.280307525945021	0.73549408593128	-2.7625888545699	-0.0413036076805184	0.000713998449441057	vivipar	4	28
OG0000265	fitOU1	0.284061086454422	0.697401761021882	-2.84318968236609	0.135445339673098	0.00135662441371993	vivipar	4	18
OG0000272	fitBMS	0.280605127932176	0.732227612598034	-2.30353975717937	0.176526674286427	0.00199332929669443	vivipar	4	27
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG0000275	fitOUMA	0.219879432805081	1	-1.81624910597957	-0.175863084452693	0.00524758154050523	vivipar	4	28
OG0000278	fitOUMA	0.243438629908472	1	-1.51951799076205	0.130205541033832	0.0015165753102429	vivipar	5	32
OG0000280	fitBMS	0.288066014917432	0.66257645679512	-3.45613989691147	-0.134314233967573	0.00189709055700526	vivipar	4	26
OG0000282	fitOUM	0.217852542348658	1	-1.48898664640313	0.0609440144839263	0.00967466588081631	vivipar	5	26
OG0000286	fitOUMV	0.259322531390671	1	-2.43370647712238	0.139305935029524	0.0011948781598166	vivipar	6	28
OG0000292	fitOU1	0.262074865007007	1	-2.4798884113342	0.415310460079844	0.00880966983449878	vivipar	3	27
OG0000293	fitOUMV	0.203134296287425	1	-1.07702339954485	0.0882559377223959	0.00687486524564178	vivipar	5	29
OG0000294	fitOUMVA	0.183406380877518	1	-3.61335953325977	0.24803090543088	0.00303135638580606	vivipar	5	31
OG0000297	fitBMS	0.18555470396681	1	-1.72239426034974	0.110515239865126	0.0130477859058083	vivipar	6	9
OG0000301	fitBMS	0.286976026776248	0.671573314468945	-3.12270731842875	0.165963390559362	0.001806211775983	vivipar	2	26
OG0000302	fitOUMV	0.268987182962126	0.982787049589926	-2.10515259144334	-0.0814921254646149	0.00210865815215374	vivipar	4	24
OG0000308	fitOU1	0.27692228147526	0.776701523485951	-2.5029140766738	0.162044777916645	0.00177579074375262	vivipar	5	22
OG0000311	fitOUMA	0.043641552432466	1	-0.983586003198979	-0.352994259925337	0.00687186786375604	vivipar	6	32
OG0000316	fitBMS	0.253348623268509	1	-2.13883342184532	0.131066346374013	0.00249298401315555	vivipar	3	24
OG0000317	fitOU1	0.255941339627607	1	-2.17357716867883	0.142282442814331	0.0016086543822646	vivipar	2	29
OG0000318	fitBMS	0.274427606630382	0.813832141925181	-3.00150778835536	0.208197342247022	0.00178733413611423	vivipar	6	24
OG0000322	fitBMS	0.27367029410427	0.826865303527071	-1.38801539382999	0.0134197243553654	0.000372956799280041	vivipar	6	28
OG0000324	fitBMS	0.24893413339654	1	-1.65038743787649	-0.103103587470873	0.000965546784353921	vivipar	5	29
OG0000333	fitOUM	0.241696557871553	1	-2.133173650987	-0.0589955059409971	0.00328384433059825	vivipar	4	29
OG0000335	fitOU1	0.232974024869304	1	-2.19206908636276	0.112132052965987	0.00901702384780861	vivipar	4	31
OG0000340	fitBMS	0.286912466222676	0.672108197278088	-2.9982138832686	-0.184431874806475	0.000709168947735362	vivipar	4	29
OG0000343	fitOU1	0.221643664779578	1	-1.30738618661517	0.138849552157058	0.00312989651262458	vivipar	4	29
OG0000346	fitOUM	0.939410095046532	0.00623102411556019	-3.55742696549277	-0.506644547821785	0.00296329651538744	vivipar	1	31
OG0000349	fitOU1	0.242659454621253	1	-2.54852849877795	-0.285590802721443	0.00602796816090693	vivipar	5	24
OG0000352	fitOU1	0.264524679447535	1	-2.02810041286116	0.160636212444951	0.0016410650137187	vivipar	2	28
OG0000353	fitBMS	0.278887910226263	0.751792781287584	-1.52689907870222	-0.0014176091433909	0.00126574731700759	vivipar	3	25
OG0000354	fitOUMV	0.186530646152012	1	-1.83144813497932	-0.11461426740499	0.00545875195296886	vivipar	6	24
OG0000361	fitBMS	0.156308658558476	1	-0.955422663013006	0.226933208978132	0.00734265899673547	vivipar	5	28
OG0000363	fitOU1	0.303351614895697	0.561436255898305	-2.88183256427532	0.172668653312463	0.00134187227735073	vivipar	2	25
OG0000366	fitOUMV	0.521517876609666	0.140520558910511	-3.89296191333424	0.709839136205186	0.0314480672980084	vivipar	2	25
OG0000367	fitOUM	0.357739808999879	0.362381028146615	-1.76224840366932	0.974965666816203	0.0165474481623875	vivipar	4	23
OG0000373	fitOUMV	0.265619886044423	1	-1.11497240838495	-0.00241832085342227	0.00141707318993647	vivipar	4	21
OG0000374	fitOUMV	0.193054577080575	1	-2.62365959775504	0.000542472049799456	0.00566437996064256	vivipar	4	29
OG0000375	fitOUMV	0.228630360940109	1	-1.60045690766015	0.00250967814637474	0.00217105471738304	vivipar	4	33
OG0000376	fitOUM	0.382752889794611	0.306837342368588	-1.64432148178091	0.276974516724725	0.0119154559053483	vivipar	4	21
OG0000379	fitOUMV	0.921945410173719	0.00843760942424827	-2.59936022765368	-0.273617266590109	0.0124309918459695	vivipar	1	15
OG0000380	fitOU1	0.29073300042538	0.641837868595841	-3.00282772192691	0.372138999580532	0.014579010569512	vivipar	3	24
OG0000384	fitOU1	0.196998619400978	1	-1.51077980657309	0.0252840959646204	0.00198705341664548	vivipar	4	28
OG0000386	fitBMS	0.584363020566534	0.101525141167765	-2.37633994690978	0.363831186755726	0.0146915990816226	vivipar	2	27
OG0000390	fitBMS	0.252784093579092	1	-2.11795780300916	0.0780942005754485	0.00218581990349748	vivipar	6	31
OG0000391	fitOUMA	0.241042491348581	1	-1.54342299730473	0.115458588725409	0.00323662250504542	vivipar	6	27
OG0000396	fitOU1	0.274082441643648	0.819644567559416	-1.64950855416003	0.198110193847224	0.00109833204725111	vivipar	6	29
OG0000398	fitOU1	0.248276858882978	1	-1.99671932406139	0.047558109316403	0.0031990518947849	vivipar	2	30
OG0000403	fitOU1	0.321089874292801	0.478419186662297	-1.80749837015382	0.217219040343334	0.00447015332753125	vivipar	2	26
OG0000406	fitOU1	0.227520743944682	1	-0.966190142100544	-0.0222803525703411	0.00259833030075273	vivipar	6	28
OG0000407	fitOUMA	0.156464095900928	1	-3.38390918339171	0.361424063765736	0.00494046846547672	vivipar	4	31
OG0000410	fitOUMV	0.263219950581877	1	-1.87498820581519	0.130837453110102	0.00116913868333396	vivipar	5	29
OG0000412	fitBMS	0.0628575165108192	1	-1.73063796337406	-0.204966094154822	0.011420524491533	vivipar	2	25
OG0000420	fitOU1	0.191462928578355	1	-1.92931679093598	-0.129951245317229	0.00659347049131862	vivipar	5	29
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG0000428	fitOUM	0.343882977230826	0.400133686064886	-3.90680779263472	-0.749092741853843	0.00342415605016733	vivipar	4	22
OG0000433	fitOUM	0.929614463406358	0.00744822129615967	-1.44429905226423	0.514723056168544	0.019557128815733	vivipar	2	18
OG0000436	fitOU1	0.361021121848197	0.354262490036227	-2.79937435171731	-0.283217777171561	0.00756360486029638	vivipar	1	26
OG0000437	fitOUM	0.292485259427456	0.62907911585896	-2.24129404680342	0.163940861961002	0.00770540077891254	vivipar	3	27
OG0000440	fitOUMV	0.257014463248683	1	-1.92233140971932	0.172976676095811	0.00658113243025066	vivipar	4	29
OG0000442	fitBMS	0.22677856045894	1	-1.55106716685859	0.153908067350448	0.00281446877041216	vivipar	5	17
OG0000448	fitOUM	0.721007902115439	0.04831677674015	-1.71773300049407	1.26455072217886	0.0136094861657135	vivipar	6	31
OG0000451	fitOUMV	0.193891041278119	1	-1.68427801805663	0.131527880578953	0.0020042064006133	vivipar	6	31
OG0000456	fitOU1	0.223422114012413	1	-1.34991372595712	-0.127922844233352	0.00167640470687775	vivipar	5	29
OG0000457	fitBMS	0.222047890445342	1	-1.45668834366478	0.118663500000889	0.00320498700451646	vivipar	4	26
OG0000461	fitOUMV	0.400867175536649	0.274063719735516	-2.84295228334532	-0.353402565801264	0.0122964030028298	vivipar	5	32
OG0000464	fitOUMA	0.241837200978587	1	-1.72948866512582	-0.0415862807800419	0.00216289395097264	vivipar	3	28
OG0000465	fitBMS	0.207038457776067	1	-2.17840546736151	-0.13379374236621	0.00199868773915103	vivipar	3	28
OG0000466	fitOU1	0.267790019200906	1	-2.14046615291298	0.256224574388523	0.000945924295570574	vivipar	3	29
OG0000467	fitOUM	0.230690795217955	1	-2.46690411830884	-0.231703226982621	0.00624481878704286	vivipar	3	29
OG0000468	fitOU1	0.289857268614783	0.648461511464386	-2.50004131996452	0.177896732779917	0.000381415353077909	vivipar	3	25
OG0000469	fitBMS	0.156896366695989	1	-1.40774676174148	0.0480990142376059	0.00443609882734425	vivipar	4	27
OG0000477	fitOU1	0.247460966047543	1	-2.53958630869575	0.0372648125128744	0.00122393158030178	vivipar	5	32
OG0000478	fitOUM	0.598213364163925	0.0944966943382321	-1.3230843282889	0.294429557654032	0.0147388196045533	vivipar	2	22
OG0000479	fitOUMV	0.664687460847072	0.0664539208344327	-2.61117488058583	0.159830535853915	0.00249423365292222	vivipar	1	30
OG0000484	fitOUMV	0.271247441459162	0.878435784190242	-2.06808822972734	0.241478809268441	0.00815386876535224	vivipar	4	31
OG0000488	fitOU1	0.243799392944863	1	-2.30221302311195	0.178311945523323	0.00465111142079646	vivipar	2	31
OG0000489	fitOUM	0.185100045501419	1	-1.38986947231297	0.274076979294718	0.0102348088486469	vivipar	4	30
OG0000491	fitOUMV	0.257882251571578	1	-1.2851957175764	-0.022931383279768	0.00242588523954897	vivipar	5	22
OG0000492	fitOU1	0.292693402157739	0.627604805362155	-1.71935982126803	-0.11373446893892	0.0098341989472313	vivipar	2	19
OG0000493	fitOUMV	0.245910319364365	1	-2.16507372494272	0.177165335821586	0.00367056266002607	vivipar	6	30
OG0000497	fitOU1	0.21417732086361	1	-1.8085898238249	-0.023335754956352	0.00445509478750966	vivipar	5	30
OG0000498	fitOUMV	0.272566526195029	0.848035562117608	-0.916421800138902	-0.0153894731596595	0.000809993315343603	vivipar	6	28
OG0000500	fitBMS	0.278112766354062	0.761253922344727	-2.93583196000902	0.122848306330242	0.000487677159138939	vivipar	6	31
OG0000519	fitOUMV	0.295133162958846	0.610921308687796	-3.20835799430613	0.172881629391389	0.000745660921965003	vivipar	2	27
OG0000520	fitOUMVA	0.130589074796543	1	-3.385178943915	-0.061682272015062	0.00180803702518172	vivipar	4	30
OG0000521	fitOUM	0.314036754197159	0.508393631525636	-2.13665805237278	0.39012941822908	0.00607617741804802	vivipar	5	26
OG0000525	fitOUMVA	0.919685486750205	0.00873529045786573	-2.65723342788421	-0.336850660874602	0.00483127386218661	vivipar	1	16
OG0000526	fitOU1	0.271149638040744	0.881015290375321	-2.70532888252996	0.0440618207015901	0.00321095858303389	vivipar	2	21
OG0000527	fitOU1	0.228269716646691	1	-1.11184710683413	-0.0860235677613336	0.00743708907580727	vivipar	5	29
OG0000528	fitBMS	0.271224082784244	0.879046648224156	-1.27753151735008	-0.0264799963408106	0.0012736475473233	vivipar	5	23
OG0000535	fitOUMV	0.270782455689322	0.891266745356632	-1.80668053003495	0.141282879078591	0.00742566138242508	vivipar	4	28
OG0000536	fitBMS	0.28149337102897	0.722755378274245	-1.31744363923623	0.00854134971376612	0.00153311891765924	vivipar	4	28
OG0000539	fitOU1	0.153522234344354	1	-2.00107280773736	0.155483165049014	0.00902863489339644	vivipar	3	30
OG0000543	fitOUMA	0.251671997643616	1	-2.27695012888696	-0.118081619638973	0.00259404227435744	vivipar	6	31
OG0000546	fitOUMV	0.425473423541798	0.236838754543531	-4.30316427238541	-0.419827123771321	0.00330696084777602	vivipar	1	24
OG0000547	fitOUMV	0.00499290687773141	1	-2.56812225947643	0.438585005050553	0.00638264651686478	vivipar	3	22
OG0000548	fitBMS	0.272198199175912	0.855842918498483	-2.10633562288173	0.33297610598157	0.00136723081750809	vivipar	2	25
OG0000550	fitOU1	0.247080036910606	1	-1.28025547871137	0.0505395434519025	0.00317994503493828	vivipar	4	21
OG0000552	fitOU1	0.225452209349693	1	-1.22056851268729	-0.0569593720131301	0.0023015973447089	vivipar	6	26
OG0000553	fitOU1	0.264529080508863	1	-2.43817830492931	0.031031827901858	0.000371392691090556	vivipar	2	25
OG0000562	fitOU1	0.265310661425366	1	-1.56460866816576	-0.00813933853861046	0.000692124897054973	vivipar	5	32
OG0000575	fitOU1	0.274536705896741	0.81203597726783	-2.43245465783211	0.445653802328712	0.00108658104856797	vivipar	3	24
OG0000576	fitOUMV	0.188442371819548	1	-2.02843616973948	0.0176859024392615	0.00370714609337681	vivipar	4	27
OG0000579	fitOU1	0.241725698311232	1	-1.69362428195999	0.112979037609255	0.0027338965610514	vivipar	5	22
OG0000580	fitOUMV	0.235199281506652	1	-1.59466017982044	-0.0443698161114339	0.00266119860716894	vivipar	6	27
OG0000582	fitBMS	0.26943328888581	0.943624943362562	-2.75491041495325	0.102203886317327	0.00136431712175043	vivipar	6	28
OG0000584	fitBMS	0.132370094662497	1	-1.38275212953675	-0.195501562758293	0.00499383863217496	vivipar	5	27
OG0000588	fitOU1	0.262667793306813	1	-2.76433767974491	0.543760775084819	0.00228561872890936	vivipar	3	30
OG0000589	fitOU1	0.229125963699096	1	-2.34273869703273	-0.0834039552660463	0.0014131172688707	vivipar	5	28
OG0000591	fitBMS	0.279576459154143	0.743732607641542	-2.25773351563295	-0.189279415511312	0.000606486954291771	vivipar	4	31
OG0000598	fitOU1	0.253465591854337	1	-2.12437118139978	-0.140078665710049	0.0136515465224439	vivipar	2	25
OG0000602	fitOUMA	0.287689051222295	0.665651130824794	-2.37520866440438	-0.0679203714419327	0.000952787672769014	vivipar	6	22
OG0000603	fitOUMV	0.950357680560294	0.00493258891402895	-2.44100174854269	-0.211680122652324	0.00515044055200681	vivipar	1	18
OG0000606	fitOUM	0.911743369416178	0.00980371157741637	-2.32804060895726	0.661868660343064	0.0197821052248787	vivipar	3	12
OG0000607	fitBMS	0.86059702746326	0.0175500503510355	-0.786757997983682	-0.370826419660394	0.0151343546641598	vivipar	3	12
OG0000613	fitOUM	0.161958811215064	1	-1.63629838884436	0.270585016900406	0.0062789520603577	vivipar	4	30
OG0000614	fitBM1	0.237916843167242	1	-1.33913338826675	0.178814202055325	0.00298775410890501	vivipar	2	22
OG0000620	fitOUM	0.855912476161124	0.0183387738687777	-3.41028280569275	-0.624577207827063	0.00679194064311956	vivipar	1	21
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG0000623	fitBMS	0.0156801717661621	1	-2.98145245174151	0.581752997897368	0.0046344097714701	vivipar	4	22
OG0000624	fitOU1	0.228748339853513	1	-1.63377662147686	-0.0209808709239264	0.00454980249718655	vivipar	3	32
OG0000639	fitOUMV	0.275844560815556	0.791828209526189	-1.30034479206618	-0.0241590959094902	0.00155033578258406	vivipar	5	27
OG0000640	fitOUM	0.62803549944327	0.0808567188939105	-2.24732642232763	-0.288653780646883	0.0162187496402141	vivipar	3	23
OG0000643	fitOUMV	0.169426315879274	1	-1.9972523612797	0.336363126901802	0.00360104664797848	vivipar	6	31
OG0000645	fitOU1	0.272796634414985	0.843367785325852	-2.60983807123489	-0.182220875645438	0.00103483605444212	vivipar	5	29
OG0000646	fitBMS	0.152396585406243	1	-1.86275717714553	0.246118890527588	0.00510336425650551	vivipar	5	28
OG0000651	fitOU1	0.212315626026132	1	-1.08048920437158	0.00491456801997252	0.00489168469827336	vivipar	5	28
OG0000654	fitOU1	0.273162873709509	0.836231453734834	-1.67577519598907	-0.000848291343953751	0.00236426635634456	vivipar	3	29
